activity_id,viewer_id,movie_id,watch_date,minutes_watched,completed
7dbcbacc-604b-456b-ad39-299714107e58,4ea1b3a0,MOV-040,2025-07-26 21:04:40,32,True
27d32be9-bfde-4795-beba-80e7064b8645,856c084f,MOV-029,2026-03-22 21:04:40,132,True
4619c088-87ec-4385-8594-93778df56857,8f7e9460,MOV-017,2025-05-25 21:04:40,134,True
eadb0b46-7458-4b3f-bd35-19aef5b9dd59,bb84c656,MOV-043,2026-05-04 21:04:40,94,False
2991fdac-6c2a-4759-9137-d5ca3fa2a819,d00954ab,MOV-027,2025-08-10 21:04:40,23,True
6598b645-08f5-49f6-9e0d-376256065117,865266cf,MOV-015,2025-11-07 21:04:40,116,False
f71769b3-3227-4aed-a203-190f0c2faaf3,8a632b60,MOV-039,2026-04-15 21:04:40,162,False
c3cd0dcf-d9a6-4b1e-8e47-c89c433f9832,46bb3e7e,MOV-030,2026-04-28 21:04:40,151,True
1c486278-eee8-4c05-8f07-898839bc12e9,596acd09,MOV-047,2026-01-25 21:04:40,104,True
f34fface-66c6-4191-8701-046b5f44388c,3be77758,MOV-038,2025-11-23 21:04:40,161,False
8e18cc01-6e00-4b98-9da0-82b3479c8675,ed26719a,MOV-015,2026-04-11 21:04:40,126,True
74b4fc42-a0b3-4164-bae4-10c7265ceeaa,542e43c2,MOV-006,2026-03-04 21:04:40,37,True
0e049e2f-6161-43cf-a67a-b6ba70946771,e5e788a7,MOV-030,2025-12-13 21:04:40,44,True
26ef1f93-5c76-4caa-9010-4de4c9fbda38,023990b3,MOV-024,2025-09-12 21:04:40,42,False
b99a9a55-518b-4a6c-80a1-e96188a49ace,d8e44d59,MOV-029,2025-07-01 21:04:40,22,False
955c3f8f-a721-4bf2-b49c-fda51a30495a,fcc92abd,MOV-018,2025-05-09 21:04:40,132,False
c2ecb5d7-4c35-45e5-9b66-0c7c4824a145,c6693208,MOV-026,2026-03-10 21:04:40,140,False
9a0fc695-d515-4756-b92d-0bbb513ad58f,c55dd298,MOV-038,2025-10-16 21:04:40,113,False
388e5d21-387f-425c-829b-d9caf1317c14,ed26719a,MOV-045,2025-10-02 21:04:40,156,False
432c664e-5b95-4ec8-b5be-d4903513fab1,7d27d932,MOV-025,2025-06-02 21:04:40,111,True
8d31bcda-9d5a-4df2-aac0-fcdcd6d63c0d,2f745cd6,MOV-038,2025-08-19 21:04:40,18,False
94e78249-9fed-4c58-953b-cb629139ba84,e3775397,MOV-012,2025-06-18 21:04:40,28,False
9055fe24-5164-4575-8e7a-7be1334de110,b03edc62,MOV-019,2025-11-14 21:04:40,76,False
a5fad64e-7297-446a-a87e-813e6b524b96,e5e788a7,MOV-011,2025-10-28 21:04:40,49,True
d9a67750-c260-4809-8dac-369e965c73b0,d13c5a10,MOV-005,2026-02-25 21:04:40,72,True
b11472af-c93d-4349-b6b3-65bf5ec16d28,8fe9f9bb,MOV-013,2025-06-06 21:04:40,68,False
6ef09053-8f94-47ed-9c44-c903115bf090,fa5ded10,MOV-047,2025-09-08 21:04:40,29,False
c68b1551-b073-48c8-90e7-ad2cd7ce0a17,da408785,MOV-012,2026-02-20 21:04:40,47,False
d73a1e9d-91f6-4bc1-9f92-5fb757e4e5a1,e3e50cf9,MOV-036,2026-04-17 21:04:40,161,False
e4733712-49a7-4c9e-9466-2f77332f5280,a9111c66,MOV-026,2025-11-19 21:04:40,121,False
5d2db878-89a4-4d71-be24-747a45829f0c,7b3b7736,MOV-025,2026-04-03 21:04:40,163,False
c74f595f-4025-4d73-9f28-443b6405269c,6bb91a7c,MOV-042,2025-07-26 21:04:40,89,False
d979063e-3638-49d2-9eae-8627e71202d8,bb4dab28,MOV-002,2025-11-27 21:04:40,64,True
0c8b6beb-56a9-430b-8f87-0435fe68c16f,c6693208,MOV-039,2025-10-09 21:04:40,115,False
c01ee684-0518-43d8-9e56-92817b4d1314,4bc6a5ac,MOV-048,2025-10-07 21:04:40,43,True
22954a9d-7cda-4487-89db-8cbcbd600ada,6db44cf4,MOV-007,2025-12-28 21:04:40,68,False
43dec2d3-62a4-4d92-abf6-7410f98aea28,6c1556e6,MOV-028,2026-04-18 21:04:40,129,False
5917e2df-9774-4aa6-aa03-f7925f91fb0e,93e1270f,MOV-043,2025-05-27 21:04:40,122,True
44d52254-7479-466c-945c-9d98ec0215ea,77e989bb,MOV-015,2025-11-12 21:04:40,39,True
63f79abd-8a2b-46c4-bf9e-179f4275bf9d,178c6d49,MOV-046,2026-04-05 21:04:40,31,True
974492d0-b77f-4a93-aa81-f609d739eb09,8c4830ae,MOV-023,2026-03-11 21:04:40,128,True
38bc0e8f-7e1f-47f9-934d-52b4a1e071e3,6f96093c,MOV-042,2026-01-20 21:04:40,135,True
9fbbe3da-3a54-4d09-a735-0830b8171a93,8a632b60,MOV-032,2025-09-12 21:04:40,19,True
073a6cbb-0658-4e10-96e5-5536c5f2cb8a,e2231197,MOV-020,2025-10-16 21:04:40,24,True
8b533211-9862-4086-acb2-3ee32b64172e,f3672c01,MOV-004,2026-03-12 21:04:40,125,True
89064be4-3aa5-4cdc-a8cf-7eb6521a0ca9,90895184,MOV-026,2025-07-24 21:04:40,63,True
c2360258-ce28-40f7-a19f-90524cbd6986,9038366f,MOV-036,2025-08-13 21:04:40,62,False
ef56af32-6f0c-410b-a8cf-6e4675abf282,77e989bb,MOV-011,2026-04-15 21:04:40,72,True
b735562e-8e88-44d9-b7fd-0617a784b0c2,2d6618a4,MOV-046,2025-08-31 21:04:40,128,True
7c357be6-6c58-4284-b81a-119f44d2bcd9,a70f9f9c,MOV-012,2025-11-04 21:04:40,49,True
b53f15b8-6ec9-46b5-96d0-aec8f21f9f5f,5fc9f746,MOV-042,2026-02-24 21:04:40,80,True
49103d09-9f29-448a-8ace-57dc2f8445bc,64b8f385,MOV-032,2025-05-19 21:04:40,36,True
c1c7db6c-ed11-4013-b4f6-30751275006b,bc41091b,MOV-048,2025-05-15 21:04:40,114,False
35e820e1-ef9d-49c8-8506-f43787a0b52f,4719e83a,MOV-034,2025-05-22 21:04:40,97,True
2464ee7c-8f9a-4a3f-9340-8be0e77e6434,7fc8ea70,MOV-017,2025-06-30 21:04:40,152,True
1c68a80b-f1ca-42b6-a5c6-33efe59909a3,be891c17,MOV-015,2026-02-25 21:04:40,82,False
b6a47c2f-c46a-4082-8d70-9ed3d15a4a70,93e1270f,MOV-018,2025-11-01 21:04:40,58,False
78296068-77f2-414f-8d87-31c8a3cda3be,ed16bfeb,MOV-046,2025-10-17 21:04:40,118,False
930fdb37-60b3-4eee-9dbb-258fef748610,aeb1c960,MOV-050,2026-02-28 21:04:40,57,True
b0375656-3e48-4836-a913-f68a1faec310,086acbc1,MOV-002,2026-04-08 21:04:40,74,True
04350a7e-8f87-4b9e-8f77-8e21c52b0a8f,eb080014,MOV-043,2025-11-08 21:04:40,174,True
6cb62848-2cbd-4bd8-a733-89e2361ce78e,16ad8187,MOV-004,2025-08-28 21:04:40,53,True
42cba784-ebe1-4030-9005-9ea58d3d9ff3,e9d73d1e,MOV-002,2026-01-26 21:04:40,112,False
a356855a-a939-4497-9fc4-bc160856ae9a,1396332c,MOV-025,2025-06-01 21:04:40,94,False
cbadd4de-1de7-4b85-8766-908bfd57d9aa,4b910f12,MOV-045,2025-10-27 21:04:40,150,False
1b3626e1-ae2d-4aff-b687-42c937be45ae,f6602e24,MOV-042,2025-09-23 21:04:40,118,True
5a1360f8-7589-407a-83e9-e6244c553904,57b3ea7b,MOV-027,2026-03-31 21:04:40,45,True
f2c056ea-00ee-456b-a70f-09e4cbea6aad,ba20a7c6,MOV-006,2026-02-15 21:04:40,22,True
e2fc8423-61f0-4dde-9302-6285eb3a3d7b,f0c98b27,MOV-033,2025-10-17 21:04:40,15,False
c6256d85-0d85-4a2d-8238-315d6c7940ed,dae778c5,MOV-003,2025-09-21 21:04:40,126,False
f52ea634-4432-4ae5-b0e3-b20898e42c13,13b6c053,MOV-013,2025-09-29 21:04:40,131,False
c00343a4-e9c4-46ba-99ee-18e4b4ea6057,bf2c63d9,MOV-012,2025-11-13 21:04:40,104,True
c7e7642c-2501-4825-9e19-8f47707ecd47,f3b92804,MOV-009,2025-12-18 21:04:40,135,False
8e2a7131-fd7a-4882-aa64-f0438c6feece,2961f63d,MOV-040,2025-12-14 21:04:40,23,True
600c55b6-ebe1-4a4f-ac2c-4e47c852694e,80e6f295,MOV-020,2025-06-03 21:04:40,68,False
b575345d-892b-4608-9e8a-3435cd12556f,c94a09d3,MOV-015,2026-03-01 21:04:40,89,True
abba3829-a5f6-4947-9c19-b1c38216ab25,b42f8232,MOV-006,2025-12-20 21:04:40,13,True
fcd52f04-17d2-4d7e-8594-8026ab2cbc2e,c7d82949,MOV-022,2025-10-30 21:04:40,176,False
1b7f3873-5c61-4f55-aca1-5fcfd0334617,ed26719a,MOV-045,2025-11-30 21:04:40,7,False
ea5729a8-7811-4698-b8e5-0b4e1bbc0efe,d0f3f481,MOV-005,2026-01-30 21:04:40,36,False
cf60dbb8-18a5-4ca0-84c1-67059fd0d921,14eb690c,MOV-028,2026-01-18 21:04:40,98,False
7680a387-575b-4fea-b857-908678956ff9,8bc0c149,MOV-029,2025-12-12 21:04:40,21,False
a4173b20-77da-452c-be58-3f5b6d9507d7,e90479d7,MOV-014,2025-08-11 21:04:40,84,False
876ae20c-8ce7-4c44-bdfc-be423daf7cfd,32b65c0a,MOV-001,2026-04-21 21:04:40,48,False
2cb2ac4d-87a9-4569-8cd6-b572eae0b90d,8fe9f9bb,MOV-011,2025-07-03 21:04:40,101,True
a602b7d6-fff5-4f37-b073-4f7d843b74aa,5081f9a2,MOV-026,2025-09-04 21:04:40,113,False
411f9d05-b327-43a7-9b12-7c4fb6aadb5d,d80e38e1,MOV-024,2025-09-26 21:04:40,98,False
397e233d-3656-40fa-8fce-854242569646,856c084f,MOV-039,2025-11-19 21:04:40,110,True
70196279-b74c-4a0a-b7e2-2eaf47ba2ad5,edc33aa1,MOV-039,2025-09-03 21:04:40,153,False
ee014603-7d89-4e50-aa5c-5f80a6cc5f29,8f7e9460,MOV-030,2025-05-09 21:04:40,98,False
ba7b12fd-d483-4cc5-b418-284b102a93e8,950438d5,MOV-047,2025-11-02 21:04:40,61,False
330f015a-16ef-4493-b338-ed09e9978bfb,8b9a508f,MOV-035,2025-06-27 21:04:40,80,False
3062f8ca-af5e-4044-abf7-9cc4577d7826,11b6254a,MOV-024,2026-03-12 21:04:40,160,False
dbc5c629-e8ab-4c71-bcfd-88770549249a,2b955f24,MOV-041,2026-05-07 21:04:40,94,False
92630dc5-360c-46d9-bb38-8fd61fc99720,67550102,MOV-050,2026-03-29 21:04:40,14,True
556c66ed-2ec4-4767-88ff-f2c39d94555b,8a13bff4,MOV-024,2025-10-27 21:04:40,54,True
26b07b68-3e4f-428e-8d3f-234a31360a99,f819ab5f,MOV-043,2026-02-26 21:04:40,80,False
18db7998-f046-428c-b757-42096b7aa4b9,adcee3d5,MOV-007,2025-05-25 21:04:40,129,False
994bb3ac-436c-4d84-b314-aeea3b2cc374,2270c4ff,MOV-044,2026-04-28 21:04:40,50,False
b1fbb178-041d-4dc4-a0ed-f3f14d44e43a,a923f5cf,MOV-021,2025-06-15 21:04:40,120,True
7029c850-100a-48c3-8df1-71a8dd168c32,8f7e9460,MOV-016,2025-05-28 21:04:40,6,True
52fca698-506e-4c1b-a4fb-50352ef7c268,7e76aa0a,MOV-028,2025-08-05 21:04:40,97,False
9efd83d1-2d0f-472d-874a-9522019cbc02,7e6758c5,MOV-033,2025-12-05 21:04:40,86,True
46a1cbb8-a39e-41c9-9df8-c537bc25c8e5,141da225,MOV-019,2026-03-06 21:04:40,118,False
e3b18d7a-7e7a-43fa-8c30-2c30ef1bf343,c57a0573,MOV-022,2025-12-01 21:04:40,112,True
fe84518c-02b1-45cb-ba15-9a10078139ad,bb84c656,MOV-041,2026-02-22 21:04:40,179,True
b1dd6f8d-1471-4673-8eaf-1cd846be1ac0,2e81ccb9,MOV-028,2025-12-25 21:04:40,138,True
eaaed7c3-cb2d-4cae-8350-262422d80f62,d4522ef9,MOV-001,2025-05-08 21:04:40,37,True
f08af21d-ec1f-4da6-a815-ee9bdf526f61,d2ed42fb,MOV-041,2025-12-30 21:04:40,63,True
59508b6c-2f56-4f10-83da-ffd1ffcde309,32a13a3f,MOV-003,2025-11-21 21:04:40,103,True
da693811-5b68-4479-93c7-89c157c8d19a,df96a273,MOV-044,2026-04-06 21:04:40,145,True
a2fdba46-83a8-4b28-9c63-3ea57f6cfde5,9390eeab,MOV-049,2025-06-03 21:04:40,44,False
6cd30b53-dcdd-4be6-bd37-3725df8c416c,3e732816,MOV-007,2025-05-13 21:04:40,121,True
5e2cf03a-e7ed-4236-86d2-f0c97d77547d,7a95eb37,MOV-001,2026-05-03 21:04:40,46,False
dc6061f2-fcf6-4e32-9220-3fdbfa5b6bab,2bdfe9d8,MOV-017,2025-05-19 21:04:40,127,True
3af984c7-2686-406e-9b26-cb9da898ff13,bc41091b,MOV-028,2026-01-07 21:04:40,93,False
e1ed554a-f190-4b0d-a4f2-fc4b00de2ec1,cf53d7c0,MOV-006,2025-09-27 21:04:40,152,False
e8b6364a-6a92-4779-9e41-406cd7cea7f9,3c31ff06,MOV-040,2026-03-06 21:04:40,159,True
f51ba810-87a0-481a-be6c-e4d23a810991,1c1f30f5,MOV-037,2026-03-15 21:04:40,124,True
58bdf7f4-d7cf-46b1-9c81-4cb9d7f003bf,6960cbd4,MOV-010,2025-05-15 21:04:40,46,True
486d2903-31b3-460b-8906-edddb2c268bc,f7b6f41d,MOV-039,2026-01-26 21:04:40,136,True
9112d75e-922e-4d01-befb-c79323c30201,8cc6e198,MOV-005,2025-08-26 21:04:40,92,True
ad107565-c601-4686-909c-fc955aa0fdad,d6ed36a6,MOV-033,2025-06-28 21:04:40,179,False
dbadd490-2848-4804-b7f2-0c1828a22234,12128cc5,MOV-012,2025-11-09 21:04:40,24,False
2df5c2c9-fb09-4da8-9dcd-203a338b77ba,d772bcae,MOV-005,2025-12-18 21:04:40,28,False
505b0bb5-f988-4dcf-aa53-cc7bdff1129d,dd353fca,MOV-024,2026-03-20 21:04:40,44,False
dd5b6ecb-e687-4b7f-b3f4-1a2a32e8cc11,78420c22,MOV-008,2025-05-16 21:04:40,44,False
3974875a-6a2f-4a99-988c-ff7c99a259d1,e9539bee,MOV-007,2026-04-13 21:04:40,17,True
6acdb715-359a-4d48-bedf-7b4c252f187f,b958982f,MOV-007,2026-03-04 21:04:40,162,False
8d02ae5e-88a5-4de2-9f8e-03dec1cd9c90,fb25bcf2,MOV-032,2026-04-19 21:04:40,180,True
46405f3b-0de1-4b36-9c9c-2ae77c66da22,49a6d715,MOV-024,2025-09-15 21:04:40,164,True
452f7460-0245-4695-924a-9c7f2d1338b4,4bdeee78,MOV-025,2025-06-10 21:04:40,150,False
a6573bb1-e22b-4a82-920c-ff177d3108b0,6ed76f2c,MOV-027,2025-11-30 21:04:40,130,False
1e3c8d83-2eb4-49a2-9656-a9e1bebba115,48672e79,MOV-012,2025-12-10 21:04:40,154,True
9a6af3e6-8625-45e2-b1f2-ffda6d97975f,d5127b26,MOV-025,2026-03-12 21:04:40,130,False
955923f8-42da-41cc-8742-0f8ca49e5aa8,69327d05,MOV-020,2026-03-27 21:04:40,27,True
a2265962-59ff-48ff-afae-516ec4806487,e1593017,MOV-005,2025-11-21 21:04:40,95,True
4beadd40-941c-435a-8f57-5d9530c4bb8b,013f905b,MOV-003,2026-01-12 21:04:40,58,False
87457562-4934-4df3-aa15-247fe5b3a231,023990b3,MOV-024,2025-10-06 21:04:40,147,True
a01ab11e-628c-4093-9a43-709dfa3f1e1d,fd352f26,MOV-004,2025-07-11 21:04:40,58,False
f95b410d-6603-4f36-b844-722a572de6f3,6ed76f2c,MOV-028,2026-03-09 21:04:40,176,False
e08feac6-e9eb-4cb9-883b-97640df8aa26,9734602c,MOV-013,2025-05-10 21:04:40,178,True
15ad3984-c701-48d3-a696-97a08bd7914c,7d0044cd,MOV-015,2026-03-12 21:04:40,21,False
73a1f275-fa9c-402c-a7a1-07e79f770f9c,27960e57,MOV-045,2026-04-18 21:04:40,116,False
0a10ac63-3bf3-4d4d-8f36-5466f9ca3dfd,260c4796,MOV-032,2026-03-30 21:04:40,46,True
815b641b-06c5-4857-bad5-fdbf2dc7f024,4bc6a5ac,MOV-004,2025-12-07 21:04:40,164,False
c8dd7d49-65db-4b00-8c3d-53c38e3ba9ed,5b091e66,MOV-016,2025-07-28 21:04:40,15,False
06898e60-5e3a-4fb2-9ae3-ba151f1082f4,7477bc2a,MOV-039,2025-12-01 21:04:40,144,False
